0.000000000,0.008474576,0.957990527
0.136363636,0.008474576,0.566073298
0.136363636,0.016949153,0.560569704
0.159090909,0.016949153,0.508136988
0.159090909,0.050847458,0.502981663
0.193181818,0.050847458,0.500920773
0.193181818,0.067796610,0.500253081
0.261363636,0.067796610,0.500032544
0.261363636,0.084745763,0.500015795
0.272727273,0.084745763,0.500014365
0.272727273,0.093220339,0.500013232
0.284090909,0.093220339,0.500013173
0.284090909,0.101694915,0.500012934
0.295454545,0.101694915,0.500004947
0.295454545,0.110169492,0.500004768
0.363636364,0.110169492,0.500000715
0.363636364,0.127118644,0.500000536
0.375000000,0.127118644,0.500000238
0.397727273,0.135593220,0.500000179
0.409090909,0.135593220,0.500000119
0.420454545,0.144067797,0.500000060
0.465909091,0.144067797,0.500000000
0.488636364,0.144067797,0.499999940
0.522727273,0.144067797,0.499999911
0.534090909,0.144067797,0.499999791
0.534090909,0.177966102,0.499999374
0.556818182,0.177966102,0.499999136
0.556818182,0.186440678,0.499998748
0.568181818,0.186440678,0.499998689
0.568181818,0.194915254,0.499998271
0.579545455,0.194915254,0.499998093
0.602272727,0.194915254,0.499996960
0.602272727,0.203389831,0.499996364
0.670454545,0.203389831,0.499994844
0.670454545,0.211864407,0.499994814
0.693181818,0.211864407,0.499992877
0.693181818,0.220338983,0.499992788
0.727272727,0.220338983,0.499987572
0.738636364,0.228813559,0.499985635
0.738636364,0.279661017,0.499973446
0.795454545,0.279661017,0.499958277
0.795454545,0.288135593,0.499955386
0.806818182,0.288135593,0.499947429
0.806818182,0.305084746,0.499939054
0.909090909,0.305084746,0.499904662
0.909090909,0.313559322,0.499904245
0.931818182,0.313559322,0.499877602
0.931818182,0.330508475,0.499864340
0.943181818,0.330508475,0.499858111
0.943181818,0.338983051,0.499857396
1.034090909,0.338983051,0.499781936
1.034090909,0.381355932,0.499728531
1.056818182,0.381355932,0.499721140
1.056818182,0.389830508,0.499700516
1.102272727,0.389830508,0.499660432
1.102272727,0.398305085,0.499659121
1.159090909,0.398305085,0.499611884
1.159090909,0.406779661,0.499600708
1.193181818,0.406779661,0.499501139
1.193181818,0.415254237,0.499475062
1.261363636,0.415254237,0.499407589
1.261363636,0.432203390,0.499350280
1.329545455,0.432203390,0.499319404
1.329545455,0.440677966,0.499306917
1.375000000,0.440677966,0.499160945
1.375000000,0.449152542,0.499139935
1.409090909,0.449152542,0.499098629
1.420454545,0.457627119,0.499093264
1.420454545,0.466101695,0.499089718
1.545454545,0.466101695,0.498920023
1.545454545,0.474576271,0.498890787
1.568181818,0.474576271,0.498765588
1.568181818,0.483050847,0.498699963
1.602272727,0.483050847,0.498653710
1.602272727,0.500000000,0.498635978
1.659090909,0.500000000,0.498474449
1.659090909,0.508474576,0.498453170
1.704545455,0.508474576,0.498282909
1.704545455,0.516949153,0.498275965
1.715909091,0.516949153,0.498239726
1.715909091,0.525423729,0.498224944
1.840909091,0.525423729,0.497568876
1.840909091,0.550847458,0.497527063
1.863636364,0.550847458,0.497499853
1.863636364,0.559322034,0.497482061
2.170454545,0.559322034,0.495394170
2.170454545,0.567796610,0.495379716
2.238636364,0.567796610,0.495195806
2.238636364,0.576271186,0.495076299
2.306818182,0.576271186,0.494716823
2.306818182,0.593220339,0.494704187
2.318181818,0.593220339,0.494661242
2.318181818,0.610169492,0.494438887
2.363636364,0.610169492,0.494065464
2.363636364,0.618644068,0.494035095
2.454545455,0.618644068,0.493582666
2.454545455,0.627118644,0.493576020
2.636363636,0.627118644,0.492507935
2.636363636,0.635593220,0.492424250
2.852272727,0.635593220,0.491364449
2.852272727,0.644067797,0.491357118
3.068181818,0.644067797,0.490000635
3.068181818,0.661016949,0.489751875
3.227272727,0.661016949,0.488815963
3.227272727,0.669491525,0.488716245
3.272727273,0.669491525,0.488583654
3.272727273,0.677966102,0.488413006
3.443181818,0.677966102,0.486975402
3.443181818,0.686440678,0.486894995
3.500000000,0.686440678,0.486496121
3.500000000,0.694915254,0.486305207
4.045454545,0.694915254,0.481997669
4.045454545,0.703389831,0.481812060
4.136363636,0.703389831,0.481042832
4.136363636,0.711864407,0.481010318
4.238636364,0.711864407,0.480086237
4.238636364,0.720338983,0.479970038
4.375000000,0.720338983,0.478242576
4.375000000,0.728813559,0.478238583
4.409090909,0.728813559,0.478012770
4.409090909,0.737288136,0.477866828
4.681818182,0.737288136,0.473904520
4.681818182,0.745762712,0.473818332
5.375000000,0.745762712,0.465292960
5.375000000,0.754237288,0.465240240
5.556818182,0.754237288,0.463599265
5.556818182,0.762711864,0.463374615
5.659090909,0.762711864,0.462351263
5.659090909,0.771186441,0.462258101
6.079545455,0.771186441,0.456347704
6.079545455,0.779661017,0.456342548
6.318181818,0.779661017,0.454114914
6.318181818,0.788135593,0.454110920
6.852272727,0.788135593,0.446506053
6.852272727,0.796610169,0.445852548
6.943181818,0.796610169,0.444247723
6.943181818,0.805084746,0.444112569
7.863636364,0.805084746,0.426965296
7.863636364,0.813559322,0.426843464
9.750000000,0.813559322,0.381588936
9.750000000,0.822033898,0.381522655
10.090909091,0.822033898,0.373899251
10.090909091,0.830508475,0.372914791
11.113636364,0.830508475,0.346448243
11.113636364,0.838983051,0.346251965
15.363636364,0.838983051,0.220685214
15.363636364,0.847457627,0.220671371
15.965909091,0.847457627,0.207288072
15.965909091,0.855932203,0.206682652
16.318181818,0.855932203,0.198603421
16.318181818,0.864406780,0.198390782
36.215909091,0.864406780,0.011412560
36.215909091,0.872881356,0.011407800
42.181818182,0.872881356,0.005639220
42.181818182,0.881355932,0.005632904
45.681818182,0.881355932,0.003859865
45.681818182,0.889830508,0.003855413
48.363636364,0.889830508,0.002979734
48.363636364,0.898305085,0.002974015
71.954545455,0.898305085,0.000363252
71.954545455,0.906779661,0.000362945
94.261363636,0.906779661,0.000000012
